fold,n_train,n_test,cnn_time,cnn_acc,cnn_f1,fair_time,fair_acc,fair_f1,qnn_time,qnn_acc,qnn_f1,majority_baseline,random_baseline,class_a,class_b,repeat
3,200,298,1.3319532871246338,0.9966442953020134,0.9963470991309038,0.6164288520812988,0.6442953020134228,0.40912832023943135,106.25070810317993,0.9865771812080537,0.9854186035132357,0.6409395973154363,0.5,eudiaptomus,uroglena,0
4,200,298,1.387890100479126,0.9899328859060402,0.9891297739625258,0.5931260585784912,0.6409395973154363,0.3905930470347649,105.64883852005005,0.9093959731543624,0.8948001516676909,0.6409395973154363,0.5,eudiaptomus,uroglena,0
0,200,84,1.979877233505249,0.8095238095238095,0.7666666666666666,0.6008977890014648,0.7380952380952381,0.4246575342465754,105.68365621566772,0.7380952380952381,0.4246575342465754,0.7380952380952381,0.5,fragilaria,keratella_cochlearis,0
1,200,84,0.8164761066436768,0.7261904761904762,0.42068965517241375,0.6125471591949463,0.7261904761904762,0.42068965517241375,105.56176114082336,0.7261904761904762,0.42068965517241375,0.7261904761904762,0.5,fragilaria,keratella_cochlearis,0
2,200,84,1.6594035625457764,0.8333333333333334,0.7777777777777777,0.5936522483825684,0.7261904761904762,0.42068965517241375,106.12244582176208,0.7261904761904762,0.42068965517241375,0.7261904761904762,0.5,fragilaria,keratella_cochlearis,0
3,200,83,0.8894863128662109,0.7349397590361446,0.4236111111111111,0.47405505180358887,0.7349397590361446,0.4236111111111111,108.5695526599884,0.7349397590361446,0.4236111111111111,0.7349397590361446,0.5,fragilaria,keratella_cochlearis,0
4,200,83,1.166666030883789,0.7349397590361446,0.5741604477611939,0.6455175876617432,0.3132530120481928,0.3132530120481927,108.4084837436676,0.7349397590361446,0.4236111111111111,0.7349397590361446,0.5,fragilaria,keratella_cochlearis,0
0,200,169,1.995880126953125,0.8224852071005917,0.8219803370786517,0.32288575172424316,0.5207100591715976,0.39921000658327843,108.61308670043945,0.591715976331361,0.5233599019006745,0.5029585798816568,0.5,keratella_quadrata,paradileptus,0
1,200,169,1.5004844665527344,0.8047337278106509,0.8046242774566473,0.83396315574646,0.48520710059171596,0.3630929174788824,108.54861998558044,0.5798816568047337,0.4867177139923857,0.5029585798816568,0.5,keratella_quadrata,paradileptus,0
2,200,169,1.4235811233520508,0.7988165680473372,0.7988095238095239,0.6304264068603516,0.5857988165680473,0.5189492517891997,108.64344048500061,0.6568047337278107,0.635342261904762,0.5029585798816568,0.5,keratella_quadrata,paradileptus,0
3,200,169,1.6684441566467285,0.8520710059171598,0.8519880889823086,0.8261041641235352,0.5502958579881657,0.44000697593303106,108.38866686820984,0.591715976331361,0.507163687080005,0.5029585798816568,0.5,keratella_quadrata,paradileptus,0
4,200,168,1.3385963439941406,0.7916666666666666,0.7913043478260869,0.6273131370544434,0.5,0.3333333333333333,108.40800142288208,0.625,0.5680528914826757,0.5,0.5,keratella_quadrata,paradileptus,0
0,200,233,1.9830601215362549,0.8068669527896996,0.790018624957443,0.8312606811523438,0.6394849785407726,0.3900523560209424,108.90284895896912,0.6394849785407726,0.3900523560209424,0.6394849785407726,0.5,keratella_quadrata,rotifers,0
1,200,233,2.0063929557800293,0.8283261802575107,0.809640522875817,0.6243212223052979,0.6394849785407726,0.3900523560209424,108.91890859603882,0.6394849785407726,0.3900523560209424,0.6394849785407726,0.5,keratella_quadrata,rotifers,0
